"Gene.ID","Col.D.N","Col.DL.N","Col.WL.N","Col.D.F","Col.DL.F","Col.WL.F","Col.D.P","Col.DL.P","Col.WL.P","Col.D.SM","Col.DL.SM","Col.WL.SM"
"AT1G03687",51,110,156,105,79,59,233,138,256,4,18,24
"AT1G03700",7,49,12,11,43,4,43,43,7,0,4,2
"AT1G03710",4,1,2,2,7,0,3,3,4,0,0,0
"AT1G03720",6,2,1,3,1,2,0,0,0,0,0,0
"AT1G04207",1,0,0,0,0,0,0,0,0,0,0,0
"AT1G03730",57,76,109,79,102,50,156,66,40,3,6,9
"AT1G03740",145,277,240,204,261,74,1335,505,500,29,81,60
"AT1G04213",21,34,41,26,41,11,0,0,0,1,3,3
"AT1G03743",128,136,112,67,85,56,3,2,7,1,3,4
"AT1G03746",72,140,120,59,117,73,4,3,7,0,0,1
"AT1G03750",40,56,59,50,57,13,341,124,138,4,16,19
"AT1G03760",15,42,46,85,46,31,154,74,106,7,9,22
"AT1G03770",28,33,30,72,46,17,227,94,128,5,8,12
"AT1G03780",34,55,121,81,88,52,393,151,341,10,19,48
"AT1G03790",403,283,32,225,104,6,1649,177,41,15,15,2
"AT1G03800",5,3,7,24,9,5,36,4,11,0,1,3
"AT1G03810",2,1,0,0,3,0,0,0,0,0,0,0
"AT1G03820",23,13,21,20,19,9,190,68,39,3,4,3
"AT1G03830",33,76,127,55,67,42,386,164,329,11,18,21
"AT1G03840",10,10,37,22,29,8,95,36,82,0,5,10
"AT1G03850",81,98,87,758,542,95,1322,352,176,25,40,22
"AT1G03860",219,433,474,397,361,304,1023,436,1545,16,45,147
"AT1G03870",1519,873,2203,1716,615,364,24069,2216,2524,161,112,166
"AT1G03880",80,53,15,54,34,7,392,71,11,1,4,0
"AT1G03890",10,14,1,5,12,1,16,1,1,0,0,0
"AT1G03900",289,416,359,1441,873,279,3442,1090,1181,71,163,136
"AT1G03905",91,248,123,49,56,20,134,63,65,1,10,9
"AT1G03910",158,302,341,333,357,134,2009,855,1071,42,84,72
"AT1G03920",22,43,14,35,64,17,137,98,55,3,22,11
"AT1G03930",162,390,441,181,252,126,1004,593,642,19,97,88
"AT1G04217",2242,1251,280,141,134,55,33,9,8,3,3,9
"AT1G03935",246,303,196,194,219,91,23,8,11,4,3,6
"AT1G04223",9278,5411,566,188,189,157,24,5,10,3,2,7
"AT1G03940",8,79,7,10,150,8,22,344,22,0,33,1
"AT1G04227",21264,13916,1103,96,148,62,120,22,38,1,7,12
"AT1G03950",21,30,21,71,76,34,322,175,186,5,11,17
"AT1G03960",64,181,142,50,104,50,173,95,120,3,20,14
"AT1G03970",41,76,87,190,132,52,401,176,205,6,18,27
"AT1G04233",4,1,1,3,0,0,3,0,1,0,0,0
"AT1G03980",18,9,20,7,10,3,11,4,19,1,0,2
"AT1G03982",2,0,0,0,2,2,0,0,0,0,0,0
"AT1G03990",10,1,2,11,12,0,8,2,9,0,1,0
"AT1G04000",91,136,102,199,271,96,255,132,124,15,32,32
"AT1G04010",144,225,254,74,78,34,246,96,82,8,12,16
"AT1G04020",40,65,147,55,61,58,291,156,375,3,12,32
"AT1G04030",26,41,24,55,63,9,287,94,89,3,9,15
"AT1G04040",246,371,1480,894,667,669,5691,1297,1991,49,103,259
"AT1G04237",0,2,1,2,1,1,21,1,1,0,0,0
"AT1G04050",24,40,47,26,22,12,128,65,97,4,4,11
"AT1G04070",64,86,72,61,57,40,180,87,110,0,4,10
"AT1G04080",482,1023,1230,381,531,238,2779,1388,1906,56,191,249
"AT1G04090",10,16,21,13,17,5,53,17,30,3,5,5
"AT1G04100",47,75,43,22,42,15,145,57,62,2,16,11
"AT1G04105",2,0,0,0,0,0,1,0,0,0,0,0
"AT1G04110",29,89,543,10,21,24,48,58,155,2,6,14
"AT1G04120",940,2199,2904,607,939,252,6266,2246,1077,69,218,105
"AT1G04243",1,0,0,1,1,0,0,0,0,0,0,0
"AT1G04130",38,91,61,70,66,28,215,129,179,7,13,15
"AT1G04140",1057,1939,1796,854,966,349,5483,1895,2212,142,253,246
"AT1G04150",14,4,5,6,12,6,3,4,6,0,1,2
"AT1G04160",114,232,282,99,136,60,602,294,365,13,34,33
"AT1G04170",364,748,965,613,592,353,2949,1403,2689,57,101,222
"AT1G04180",9,6,28,22,15,11,70,4,21,0,0,6
"AT1G04190",61,94,130,146,172,103,978,429,721,13,36,68
"AT1G04200",249,475,486,125,220,76,1158,416,426,20,50,61
"AT1G04210",422,1166,1050,347,582,199,2643,1258,1419,48,150,156
"AT1G04220",139,373,129,224,286,23,1737,775,114,23,93,14
"AT1G04247",4,4,4,16,10,7,26,13,6,0,3,0
"AT1G04230",35,31,49,72,80,40,344,125,158,5,16,16
"AT1G04240",128,92,73,834,445,106,2664,438,329,50,48,31
"AT1G04253",0,1,0,0,0,2,0,0,0,0,0,0
"AT1G04250",380,444,298,962,657,159,8234,1276,1221,48,73,74
"AT1G04260",87,177,171,187,166,80,430,156,126,4,16,6
"AT1G04270",1287,2198,2524,3837,2237,2394,6764,3585,7471,83,268,631
"AT1G04280",213,245,200,604,423,127,2455,873,759,48,66,95
"AT1G04290",27,47,79,107,142,88,371,173,329,3,20,50
"AT1G04295",17,27,16,21,18,12,9,3,5,0,0,4
"AT1G04300",440,638,680,390,358,123,2725,936,1244,87,85,130
"AT1G04310",194,136,266,154,40,19,768,107,113,32,16,16
"AT1G04320",6,1,0,6,4,4,1,0,0,0,0,0
"AT1G04330",4,3,11,5,5,7,20,7,34,0,0,2
"AT1G04340",138,251,365,173,186,116,452,172,216,6,20,18
"AT1G04350",20,111,220,46,180,228,141,234,710,2,31,100
"AT1G04360",4,23,26,40,52,8,129,61,20,1,7,5
"AT1G04370",5,0,0,3,4,0,0,0,1,0,0,0
"AT1G04380",3,0,1,6,0,1,2,0,3,0,0,0
"AT1G04257",1,0,0,1,2,0,0,0,0,0,0,0
"AT1G04390",106,209,226,59,84,27,347,107,119,13,20,20
"AT1G04400",687,1420,888,937,1250,329,8269,2985,2323,109,342,230
"AT1G04410",3356,7358,6275,3241,3904,2354,32408,10206,19257,266,712,1200
"AT1G04420",148,387,530,543,479,458,1054,1122,1793,36,81,363
"AT1G04425",11,26,17,21,24,17,23,5,19,0,2,8
"AT1G04430",639,1593,2452,615,837,269,5702,2260,1238,90,221,173
"AT1G04440",579,938,786,485,523,168,3229,1063,917,69,157,96
"AT1G04445",3,2,2,10,6,0,4,3,4,0,0,2
"AT1G04450",1,1,0,0,2,0,0,0,0,0,0,0
"AT1G04455",3,0,0,0,0,0,0,0,0,0,0,0
"AT1G04457",2,0,0,0,0,1,0,0,1,0,0,0
"AT1G04470",11,2,0,4,11,2,0,0,2,0,0,0
"AT1G04480",494,1290,929,2079,1374,1527,1894,1248,2361,24,132,296
"AT1G04267",15,87,105,9,13,6,10,4,13,1,3,6
"AT1G04273",5115,8056,7856,231,241,398,286,56,135,7,14,52
"AT1G04277",57050,21237,1398,85,79,102,236,11,56,7,1,18
"AT1G04490",14,6,13,25,24,2,126,20,19,2,2,3
"AT1G04500",4,1,1,4,2,1,4,0,3,0,0,0
"AT1G04510",220,593,701,245,308,142,1755,800,1286,30,70,101
"AT1G04520",41,115,207,85,157,77,446,296,299,2,37,62
"AT1G04530",76,209,215,240,402,183,1098,1160,1242,24,117,113
"AT1G04540",10,1,0,2,7,1,2,1,3,0,1,1
"AT1G04550",173,231,170,139,140,52,728,403,426,13,35,43
"AT1G04555",38,53,30,59,50,17,103,52,34,4,9,9
"AT1G04560",116,88,41,15,10,11,127,13,10,0,0,0
"AT1G04570",18,20,11,4,11,6,33,16,13,0,4,2
"AT1G04580",23,3,1,8,8,7,8,1,3,0,0,1
"AT1G04590",70,90,120,160,125,82,329,151,264,7,12,33
"AT1G04600",17,2,10,8,20,10,22,15,30,0,0,0
"AT1G04610",25,21,40,46,18,16,307,31,103,4,4,13
"AT1G04620",231,436,363,287,145,86,1067,304,707,22,24,41
"AT1G04625",4,12,7,29,38,30,130,47,96,0,5,6
"AT1G04630",55,95,98,224,145,136,984,330,712,8,18,47
"AT1G04635",9,10,10,29,24,24,59,29,47,1,3,7
"AT1G04640",40,144,195,311,354,442,234,298,483,10,28,74
"AT1G04645",1,1,0,1,2,1,0,0,0,0,0,0
"AT1G04650",16,36,45,13,31,17,80,61,107,1,8,9
"AT1G04283",0,0,0,0,0,0,0,0,0,0,0,0
"AT1G04660",8,4,7,4,10,5,18,12,8,0,3,0
"AT1G04670",3,0,0,1,2,0,0,0,0,0,0,0
"AT1G04680",654,1064,1658,845,833,230,6423,1662,832,64,104,97
"AT1G04690",262,433,567,434,349,226,2963,954,1586,26,63,103
"AT1G04700",26,28,52,25,43,14,95,43,112,2,3,7
"AT1G04710",62,200,262,39,88,54,306,215,486,5,13,35
"AT1G04720",0,0,0,10,11,12,0,0,1,0,0,0
"AT1G04730",30,105,144,40,61,33,168,118,206,2,16,30
"AT1G04750",257,466,481,686,631,324,3308,1100,1373,43,96,135
"AT1G04287",2,0,0,0,1,0,0,0,0,0,0,0
"AT1G04760",13,19,24,16,30,9,60,21,41,2,5,4
"AT1G04770",39,92,101,146,148,39,728,286,368,11,28,38
"AT1G04778",9,6,4,8,13,1,43,9,12,0,3,3
"AT1G04780",355,539,387,295,349,95,2075,825,771,46,99,86
"AT1G04790",72,156,201,117,154,73,748,329,537,24,39,49
"AT1G04800",44,52,451,62,138,126,469,522,1665,5,8,69
"AT1G04810",460,860,1117,332,420,127,2860,1190,1352,81,127,130
"AT1G04820",2287,4181,3473,2557,2306,743,22301,4343,6791,256,610,624
"AT1G04830",147,287,192,181,141,52,547,135,227,16,37,35
"AT1G04840",13,32,34,7,17,11,35,18,38,1,4,2
"AT1G04850",282,401,386,605,456,193,2680,1131,1738,39,101,217
"AT1G04860",182,370,384,220,300,101,1892,799,940,47,98,67
"AT1G04870",128,335,317,333,333,123,624,515,725,14,42,64
"AT1G04880",7,10,5,2,7,3,8,20,12,0,1,0
"AT1G04890",3,0,0,7,4,0,0,0,0,0,0,0
"AT1G04293",2,0,0,0,1,0,0,0,0,0,0,0
"AT1G04895",0,0,0,0,1,0,0,0,0,0,0,0
"AT1G04900",36,56,101,70,92,68,155,62,202,4,9,25
"AT1G04297",5,0,0,0,1,0,1,0,0,0,0,0
"AT1G04910",166,286,413,226,181,86,966,308,243,18,44,45
"AT1G04303",0,0,0,0,2,0,1,0,0,0,0,0
"AT1G04920",45,20,33,19,21,18,40,12,94,0,1,5
"AT1G04930",27,41,39,25,41,20,87,49,93,3,11,8
"AT1G04945",226,677,832,504,533,399,940,812,1626,23,109,235
"AT1G04940",204,639,778,466,473,379,840,752,1512,20,102,219
"AT1G04950",122,215,219,209,184,77,567,158,244,31,29,32
"AT1G04960",119,197,161,179,250,104,821,391,279,8,32,36
"AT1G04970",199,329,328,178,211,64,1245,365,293,23,60,31
"AT1G04980",61,163,373,39,57,43,442,175,238,1,9,12
"AT1G04985",134,240,178,575,292,206,350,230,331,12,37,73
"AT1G04990",91,227,176,128,162,58,743,327,323,6,43,42
"AT1G05000",150,224,345,150,85,97,336,92,245,10,21,36
"AT1G05005",5,0,4,0,2,0,0,0,0,0,0,0
"AT1G04307",1,0,0,3,0,2,0,0,0,0,0,0
"AT1G05010",186,451,1165,637,683,753,3817,2024,6037,44,124,432
"AT1G05020",19,14,74,16,24,15,46,19,39,1,1,10
"AT1G05030",116,257,206,45,81,38,248,109,142,1,12,17
"AT1G04313",1,0,0,0,0,0,0,0,5,0,0,0
"AT1G05035",3,0,2,0,1,0,0,0,0,0,0,0
"AT1G04323",4,0,0,2,1,1,0,0,0,0,0,0
"AT1G05040",0,1,0,0,0,0,0,0,0,0,0,0
"AT1G05055",62,132,165,95,85,48,354,182,301,5,20,26
"AT1G05060",18,34,26,66,57,26,258,111,119,2,9,9
"AT1G05061",14,13,9,6,14,9,8,5,10,0,1,7
"AT1G05065",6,16,11,9,30,2,18,11,12,1,3,4
"AT1G05070",62,142,125,270,197,122,259,151,110,4,17,22
"AT1G05080",2,0,0,3,4,1,1,4,0,0,0,0
"AT1G05085",2,0,0,1,2,1,0,0,0,0,0,0
"AT1G04327",0,0,0,1,1,0,0,0,0,0,0,0
"AT1G04333",0,0,0,0,4,3,0,0,0,0,0,0
"AT1G05087",62,106,131,78,57,17,446,124,116,13,28,25
"AT1G05090",69,122,124,119,95,34,605,162,212,22,42,37
"AT1G05100",14,25,9,14,31,8,61,34,19,2,7,2
"AT1G05120",95,156,224,172,169,62,1288,407,510,17,36,42
"AT1G05135",115,62,381,419,209,212,1420,394,674,39,26,69
"AT1G05136",0,0,0,2,1,2,2,0,0,0,0,0
"AT1G05140",144,481,406,229,455,129,809,802,953,18,108,96
"AT1G05150",214,300,358,402,404,138,3733,1082,1308,51,111,105
"AT1G05160",47,76,65,57,56,30,165,90,78,7,17,12
"AT1G05170",190,212,231,189,139,33,994,174,118,12,21,18
"AT1G04337",0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05180",145,285,342,225,241,105,946,451,601,11,42,76
"AT1G05190",227,728,1344,2489,2759,4483,4374,4093,9267,89,371,1114
"AT1G05200",84,396,817,65,179,57,410,404,550,11,69,88
"AT1G04343",1,3,2,0,0,0,0,0,0,0,0,0
"AT1G05205",31,44,61,102,113,111,615,201,380,2,18,42
"AT1G04347",1,0,0,1,0,0,1,0,1,0,0,0
"AT1G05210",28,70,149,52,69,41,202,89,75,5,5,9
"AT1G05220",45,63,30,27,33,12,22,5,6,0,1,3
"AT1G04353",7,11,7,13,25,6,14,2,3,0,0,1
"AT1G05230",126,392,295,94,190,37,601,391,297,14,30,31
"AT1G05240",216,210,1902,157,219,324,706,119,773,4,46,148
"AT1G04357",0,2,8,0,2,2,2,0,0,0,0,0
"AT1G04363",3,3,5,4,11,9,6,1,4,0,0,0
"AT1G04367",3,0,0,1,4,0,0,0,0,0,0,0
"AT1G05250",233,271,2042,163,218,365,749,160,895,7,51,164
"AT1G05260",270,504,542,422,555,97,5078,1584,429,29,85,32
"AT1G05270",230,381,304,632,248,136,1261,516,640,25,40,53
"AT1G05280",15,22,72,10,11,9,55,16,32,0,0,3
"AT1G04373",0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05290",5,0,0,0,3,0,0,0,0,0,0,0
"AT1G05291",3,2,0,1,1,0,1,0,0,0,0,0
"AT1G04377",0,1,0,0,0,0,0,0,0,0,0,0
"AT1G04383",0,0,0,1,0,0,0,0,0,0,0,0
"AT1G04387",2,0,0,0,2,0,0,0,0,0,0,0
"AT1G05300",29,85,231,29,69,32,186,90,94,7,13,10
"AT1G05310",34,46,68,23,28,6,311,99,26,3,7,5
"AT1G05320",76,105,55,218,384,95,1602,721,593,14,69,71
"AT1G05330",10,2,0,9,9,1,20,1,1,1,0,0
"AT1G05340",140,308,33,188,319,15,1269,548,51,18,62,5
"AT1G05350",130,207,261,164,158,95,829,304,547,19,24,57
"AT1G05360",139,235,289,157,157,43,406,132,127,13,28,31
"AT1G05370",29,28,27,15,13,10,47,18,39,2,3,2
"AT1G05380",405,689,521,257,323,119,1938,700,894,48,86,83
"AT1G05385",49,71,90,339,157,195,278,147,247,6,16,40
"AT1G05390",0,0,0,0,0,1,0,0,0,0,0,0
"AT1G05400",12,31,4,20,18,9,15,8,5,0,7,0
"AT1G05410",50,133,104,105,59,35,387,180,241,9,20,37
"AT1G05420",8,8,5,25,27,2,26,12,16,1,5,0
"AT1G05430",55,106,145,125,162,100,512,276,358,13,23,66
"AT1G05440",7,4,24,8,16,6,46,20,37,1,4,0
"AT1G05450",5,11,0,1,10,0,11,19,4,1,0,1
"AT1G05460",51,103,140,56,62,42,374,225,391,7,14,29
"AT1G05470",101,190,210,115,147,46,522,224,320,15,34,34
"AT1G05490",19,14,4,44,26,8,257,30,56,2,4,3
"AT1G05500",413,807,794,270,360,137,1663,645,433,39,62,51
"AT1G05510",61,30,11,18,7,2,62,6,3,1,0,0
"AT1G05520",276,512,647,228,293,132,1980,649,1074,19,64,83
"AT1G05530",12,6,7,12,12,8,112,21,75,0,2,6
"AT1G05540",7,10,13,2,13,5,9,3,36,0,0,3
"AT1G05550",8,0,0,3,3,2,6,3,0,0,0,0
"AT1G05562",16,75,67,41,134,35,124,119,114,7,48,27
"AT1G05560",63,138,234,97,103,131,445,274,996,5,16,72
"AT1G05570",1599,2722,2996,919,930,287,9037,2757,1895,154,286,174
"AT1G04397",1,1,0,0,1,4,1,0,0,0,0,0
"AT1G05575",35,29,48,47,61,19,67,28,26,2,4,7
"AT1G05577",7,2,4,9,7,2,6,7,7,1,0,0
"AT1G05580",2,1,1,4,6,2,1,0,0,0,0,0
"AT1G05590",75,174,237,74,109,41,578,288,190,2,20,12
"AT1G05600",35,39,59,116,62,26,252,107,92,8,25,19
"AT1G05610",5,9,7,4,4,2,11,8,6,0,0,0
"AT1G05615",2,1,0,2,0,1,0,0,0,0,0,0
"AT1G05620",143,234,204,163,177,83,931,355,536,15,27,49
"AT1G05630",54,146,353,39,83,50,343,246,369,10,33,41
"AT1G05640",25,28,41,25,38,10,270,125,98,2,9,4
"AT1G05650",34,40,107,34,48,17,303,109,74,1,3,3
"AT1G04403",1,0,0,0,0,0,0,0,0,0,0,0
"AT1G05660",51,51,131,51,43,14,397,104,96,7,3,9
"AT1G05670",42,64,83,44,63,21,160,99,112,3,21,20
"AT1G05675",5,3,9,0,6,7,8,2,17,0,0,2
"AT1G05680",50,93,9,38,45,7,360,218,67,3,16,2
"AT1G05690",16,15,28,11,27,9,25,12,30,1,6,4
"AT1G05700",8,7,40,10,13,7,36,13,30,2,0,5
"AT1G04407",1,0,0,0,0,0,0,0,0,0,0,0
"AT1G05710",65,136,71,119,138,64,178,86,77,5,13,12
"AT1G05720",78,107,121,205,136,78,748,181,148,13,17,26
"AT1G04413",0,0,1,5,2,0,0,2,0,0,0,0
"AT1G05730",2,5,11,12,14,13,13,17,23,1,4,0
"AT1G04417",1,0,0,0,1,0,2,0,0,0,0,0
"AT1G05740",1,0,0,1,3,0,0,0,0,0,0,0
"AT1G05750",35,75,67,33,42,18,133,60,89,4,5,11
"AT1G05760",36,79,23,86,91,27,151,50,41,3,6,1
"AT1G05770",11,12,5,20,16,9,45,11,12,0,0,0
"AT1G05780",22,47,35,94,108,56,101,31,29,3,6,22
"AT1G05783",13,7,1,8,4,0,0,2,1,0,0,0
"AT1G04427",0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05785",78,124,62,81,75,20,235,71,44,4,11,13
"AT1G05790",236,595,552,192,218,78,632,253,146,27,45,51
"AT1G05800",6,0,0,0,0,0,1,0,0,0,0,0
"AT1G05805",240,310,276,293,224,107,853,312,360,23,51,43
"AT1G05810",115,190,114,1155,558,224,450,129,130,18,21,25
"AT1G05820",43,96,88,36,39,13,66,24,19,4,3,7
"AT1G05830",323,527,618,279,269,124,1486,570,622,41,93,105
"AT1G05835",133,71,65,748,88,46,1122,61,74,20,6,10
"AT1G04433",12,10,8,4,1,1,13,0,1,1,0,0
"AT1G05840",330,426,286,495,227,68,624,175,117,35,53,52
"AT1G04437",0,0,0,0,0,0,0,0,0,0,0,0
"AT1G05850",2059,4218,5401,2693,3347,1074,24081,9035,4817,241,700,469
"AT1G05860",52,84,83,144,129,76,194,76,135,2,17,29
"AT1G05870",133,298,310,445,510,164,925,442,391,18,77,53
"AT1G05880",5,1,1,0,4,3,0,0,0,0,0,0
"AT1G05890",805,1220,838,689,476,145,2330,866,716,179,156,127
"AT1G05894",8,4,6,2,6,4,3,1,3,0,0,0
"AT1G05900",64,158,163,52,109,59,197,118,204,5,21,31
"AT1G05910",109,348,422,144,249,73,1096,673,876,11,66,59
"AT1G05920",5,0,0,1,7,1,0,0,0,0,0,0
"AT1G05930",4,1,0,5,4,2,0,0,0,0,0,0
"AT1G05940",482,861,624,217,262,99,964,379,339,17,52,46
"AT1G05950",31,59,66,20,35,22,126,70,164,0,14,18
"AT1G05960",643,1007,885,647,695,290,2821,1119,1246,113,223,211
"AT1G05970",57,80,80,131,64,43,156,42,70,7,8,8
"AT1G05980",3,1,0,6,14,13,0,0,2,0,0,0
"AT1G05990",5,4,5,4,1,8,7,1,23,0,0,2
"AT1G06002",28,51,53,63,48,15,102,46,51,6,6,13
"AT1G06000",63,487,384,90,387,86,612,1331,1213,4,105,75
"AT1G06010",39,52,60,245,144,92,146,57,73,7,7,13
"AT1G06020",8,16,5,1,4,3,15,9,3,0,1,1
"AT1G06030",2,4,4,6,4,1,0,4,2,0,0,0
"AT1G06040",222,1536,654,451,1997,370,1751,3098,1838,38,336,181
"AT1G06045",2,2,0,1,2,0,0,0,0,0,0,0
"AT1G06050",38,87,39,78,79,33,224,89,74,8,9,16
"AT1G06060",79,134,117,175,173,62,776,266,206,14,33,27
"AT1G06070",233,240,210,188,124,47,1065,262,346,20,31,42
"AT1G04443",0,0,0,2,0,0,0,0,0,0,0,0
"AT1G06080",496,113,246,735,41,51,3064,67,104,30,7,14
"AT1G06090",92,145,394,102,185,95,936,309,192,11,30,20
"AT1G06100",4,1,16,0,2,3,0,0,3,0,0,0
"AT1G06110",397,559,428,925,504,179,1168,470,373,46,108,94
"AT1G06120",19,24,67,41,30,22,218,53,49,2,9,0
"AT1G06130",150,255,204,192,154,107,615,227,362,13,20,47
"AT1G06135",2,0,0,1,0,0,0,0,0,0,0,0
"AT1G06137",2,0,0,0,0,1,1,0,0,0,0,0
"AT1G06140",15,20,31,9,12,3,41,16,29,0,5,3
"AT1G06143",20,21,31,17,23,9,73,34,75,2,7,7
"AT1G06150",162,379,422,110,238,79,1175,739,707,39,96,73
"AT1G06148",4,4,1,3,2,3,2,0,0,0,0,0
"AT1G06160",2,0,17,5,4,11,0,0,32,0,0,2
"AT1G06170",2,3,0,5,6,6,13,3,5,0,2,1
"AT1G04447",2,0,0,1,1,2,0,0,0,0,0,0
"AT1G06180",13,132,57,38,168,34,66,148,144,0,28,28
"AT1G06190",131,317,370,342,441,305,1615,1287,2322,27,109,256
"AT1G06200",83,203,164,892,499,225,1010,439,545,16,52,81
"AT1G06210",55,83,84,96,131,52,1075,386,569,8,25,35
"AT1G06220",279,699,919,281,446,264,3241,1555,2797,58,140,177
"AT1G06225",3,0,0,1,2,0,5,2,0,0,0,0
"AT1G06230",196,401,412,316,437,147,2839,1167,1346,56,155,134
"AT1G06240",72,196,210,38,79,53,126,119,230,5,21,23
"AT1G06250",8,3,2,8,11,1,16,5,1,0,2,2
"AT1G06265",45,74,45,60,55,11,105,14,17,6,11,8
"AT1G06260",8,0,0,0,1,2,0,0,0,0,0,0
"AT1G06270",23,43,57,21,34,8,78,39,45,1,7,3
"AT1G06280",1,1,0,1,1,0,0,0,0,0,0,0
"AT1G06290",301,718,952,396,456,197,4077,1488,2210,50,115,107
"AT1G06310",16,10,30,21,12,9,33,22,70,1,4,7
"AT1G06320",4,0,1,19,4,2,8,1,6,0,0,3
"AT1G06330",5,1,5,10,2,2,63,3,11,1,0,1
"AT1G06340",4,4,0,3,2,1,13,0,1,0,1,0
"AT1G06350",52,22,90,134,42,30,961,38,64,6,0,10
"AT1G06360",371,703,394,656,724,94,2489,1246,212,40,105,32
"AT1G06370",65,70,58,45,33,9,50,15,24,4,5,5
"AT1G06380",12,41,22,71,70,43,184,77,141,3,18,23
"AT1G06390",454,818,830,885,560,273,2284,888,1028,61,100,179
"AT1G06400",100,145,143,902,458,178,1369,568,501,28,54,68
"AT1G04453",5,0,1,1,4,1,0,0,0,0,0,0
"AT1G06410",650,1663,1428,780,1278,374,7151,3809,4090,77,282,215
"AT1G06420",16,4,4,8,12,5,25,8,23,0,1,3
"AT1G06430",159,887,710,200,552,188,1492,2017,1691,23,128,101
"AT1G06440",12,19,32,9,21,12,51,18,53,1,3,8
"AT1G06450",32,57,72,45,56,13,258,75,77,1,11,16
"AT1G04463",5,15,10,5,12,10,1,10,7,0,4,1
"AT1G06460",78,333,398,549,500,291,353,499,836,11,53,125
"AT1G04467",7,1,2,4,1,3,1,0,2,0,1,0
"AT1G06470",174,433,494,146,258,107,678,349,298,16,71,64
"AT1G06475",7,18,24,41,66,38,69,33,55,0,1,5
"AT1G06480",0,0,0,3,11,2,0,0,0,0,0,0
"AT1G06490",91,218,218,81,105,22,538,208,98,9,21,13
"AT1G06500",16,23,27,120,83,55,80,78,113,2,12,21
"AT1G04473",0,2,0,1,1,1,0,0,0,0,0,0
"AT1G06515",89,138,123,182,188,159,299,110,186,6,20,27
"AT1G04477",1,2,0,0,1,1,3,0,0,0,0,0
"AT1G06510",81,65,69,177,129,126,198,169,291,14,23,63
"AT1G06520",12,11,1,21,8,1,115,13,8,5,0,0
"AT1G06530",96,116,117,440,217,61,1223,870,1194,27,58,80
"AT1G06540",2,4,4,7,11,2,9,5,5,0,1,2
"AT1G06550",96,457,432,180,437,209,913,824,779,12,98,104
"AT1G06560",84,173,200,74,67,43,283,143,281,13,29,39
"AT1G04483",0,2,0,0,0,0,0,0,0,0,0,0
"AT1G06570",601,545,334,1350,268,67,2232,622,554,126,73,55
"AT1G06580",34,49,36,48,38,16,62,17,16,2,5,13
"AT1G06590",100,359,254,66,93,40,401,148,208,13,24,19
"AT1G06610",0,0,0,0,2,1,0,0,0,0,0,0
"AT1G06620",85,179,96,141,143,34,761,234,216,15,18,14
"AT1G06630",253,298,225,301,188,69,419,127,164,18,39,37
"AT1G06640",440,1590,822,1708,2949,491,1651,1264,747,65,365,262
"AT1G06645",13,71,161,67,126,89,89,92,148,2,32,32
"AT1G04487",0,0,0,1,6,0,0,0,0,0,0,0
"AT1G06650",43,243,315,164,369,167,535,454,660,11,64,103
"AT1G06660",10,41,47,18,16,13,77,35,59,1,2,4
"AT1G06670",235,646,683,279,449,167,3053,1444,2143,30,107,148
"AT1G06680",720,4974,9962,6671,6532,7771,10540,19389,45265,189,1066,3039
"AT1G06690",77,394,386,119,251,134,499,703,830,6,55,58
"AT1G06700",659,744,598,2440,894,268,2690,937,978,131,196,179
"AT1G06710",49,74,88,30,38,19,161,70,97,4,8,27
"AT1G04493",0,0,0,1,0,0,0,0,0,0,0,0
"AT1G04497",0,0,0,0,0,3,0,0,0,0,0,0
"AT1G06720",94,260,318,114,223,90,956,496,1042,13,57,73
"AT1G06730",59,100,143,83,128,58,353,241,320,4,19,24
"AT1G06740",26,57,80,20,40,12,198,99,103,7,17,18
"AT1G06750",7,12,13,5,14,7,48,25,36,1,5,5
"AT1G06760",296,630,865,1094,1044,476,7610,2731,4378,67,213,250
"AT1G04503",2,2,1,1,3,0,2,0,2,0,0,0
"AT1G06770",32,53,48,58,41,20,173,91,126,4,14,16
"AT1G06780",120,185,250,130,140,51,687,234,187,8,31,26
"AT1G06790",70,148,151,59,105,68,175,61,122,0,14,26
"AT1G04507",1,1,0,2,0,0,0,0,0,0,0,0
"AT1G06800",96,107,187,158,82,16,433,117,134,14,27,25
"AT1G04513",12,17,15,9,8,3,11,1,2,0,2,1
"AT1G06810",3,0,0,1,2,0,0,0,2,0,0,0
"AT1G06820",148,303,424,120,177,116,723,520,903,13,42,71
"AT1G06830",5,11,30,29,32,30,76,75,217,0,3,16
"AT1G06840",262,487,571,175,179,50,1599,409,251,18,49,35
"AT1G06850",37,55,49,115,66,40,419,90,179,11,18,28
"AT1G04517",1710,760,174,806,748,690,1,2,15,4,0,0
"AT1G06860",36,83,11,93,61,40,1,0,5,0,0,0
"AT1G04523",1,0,0,0,0,0,0,0,0,0,0,0
"AT1G06870",217,405,311,118,163,85,535,202,321,15,24,29
"AT1G04527",1113,647,93,121,104,113,14,2,45,1,1,2
"AT1G06880",43,93,2,7,8,6,0,0,0,0,0,0
"AT1G06890",539,999,958,719,559,228,2394,883,588,59,109,85
"AT1G06900",228,482,618,400,471,215,2155,1147,1694,91,104,128
