"Gene.ID","Col.D.N","Col.DL.N","Col.WL.N","Col.D.F","Col.DL.F","Col.WL.F","Col.D.P","Col.DL.P","Col.WL.P","Col.D.SM","Col.DL.SM","Col.WL.SM"
"AT4G27000",910,1682,1526,2687,1836,674,4934,2045,2643,174,338,338
"AT4G27010",91,230,328,82,145,72,574,334,664,4,36,33
"AT4G27020",137,303,285,133,211,48,552,332,170,4,36,21
"AT4G27030",5,485,292,16,429,137,69,949,776,3,56,63
"AT4G27040",206,379,329,186,241,78,1131,308,398,17,57,56
"AT4G27050",64,130,173,70,76,30,260,95,169,6,27,38
"AT4G07745",1,0,0,1,1,0,0,0,0,0,0,0
"AT4G27052",5,0,0,0,3,0,0,0,0,0,0,0
"AT4G07765",0,0,0,1,1,1,0,0,0,0,0,0
"AT4G07775",0,0,0,1,2,0,0,0,0,0,0,0
"AT4G27060",127,197,283,159,152,65,1550,531,681,23,44,47
"AT4G27070",41,73,83,30,43,10,236,75,160,3,5,10
"AT4G27080",269,498,754,216,289,122,1270,494,493,19,51,59
"AT4G27090",462,980,1644,5550,4625,4498,5883,2901,7046,107,345,878
"AT4G27100",95,126,140,87,127,41,255,131,158,13,22,25
"AT4G27110",7,0,0,3,3,0,0,0,0,0,1,0
"AT4G07785",3,0,0,0,1,0,0,0,0,0,0,0
"AT4G27120",77,103,94,112,107,43,619,208,189,2,19,11
"AT4G27130",700,860,412,7225,2746,701,2126,795,898,129,171,195
"AT4G27140",17,8,14,11,9,3,92,28,12,1,0,1
"AT4G27150",45,39,16,42,31,7,319,56,12,0,0,0
"AT4G27160",213,149,66,67,48,14,342,71,7,2,5,4
"AT4G27170",52,58,12,17,6,5,63,12,1,0,1,1
"AT4G27180",74,119,145,204,230,95,1746,609,939,28,46,78
"AT4G27190",9,0,0,2,6,4,0,0,0,0,0,0
"AT4G27200",8,0,2,3,10,0,4,0,0,0,0,0
"AT4G27210",12,2,3,4,14,4,5,0,1,0,0,0
"AT4G27220",12,4,5,6,7,1,3,2,2,0,0,0
"AT4G27230",181,307,308,231,221,149,987,422,819,10,21,43
"AT4G27240",20,29,25,53,37,10,225,104,139,8,13,18
"AT4G27250",8,5,10,9,10,5,22,9,14,0,1,3
"AT4G27260",464,364,349,488,251,56,4424,667,579,52,61,39
"AT4G27270",38,49,65,67,64,43,260,87,219,9,11,14
"AT4G27280",109,138,336,229,238,207,470,158,223,12,23,48
"AT4G27290",13,12,34,17,14,5,48,14,23,5,1,7
"AT4G27300",9,50,163,15,54,39,56,123,259,3,10,33
"AT4G27310",248,168,202,613,138,52,2154,254,407,36,22,24
"AT4G27320",300,366,319,632,343,147,2238,472,869,49,83,94
"AT4G27330",4,1,0,1,1,3,0,0,0,0,0,0
"AT4G07805",1,1,0,2,1,0,0,0,0,0,0,0
"AT4G27340",32,69,109,42,118,57,272,261,403,8,22,26
"AT4G27350",84,175,118,158,130,45,289,127,142,4,29,28
"AT4G27360",1,3,4,0,0,9,0,0,12,0,0,0
"AT4G27370",45,58,47,27,46,18,74,34,73,2,7,22
"AT4G27380",27,74,94,262,206,152,311,208,344,3,36,58
"AT4G27390",32,64,63,36,65,37,251,164,232,3,10,18
"AT4G27395",0,0,0,1,2,2,0,0,0,0,0,0
"AT4G27400",22,29,124,12,14,11,151,34,56,3,2,5
"AT4G27410",181,432,167,346,698,110,1125,913,373,20,93,41
"AT4G27415",0,0,0,0,0,0,0,0,0,0,0,0
"AT4G27420",8,1,0,2,8,5,0,0,0,0,0,0
"AT4G07815",2,0,0,1,0,1,0,0,0,0,0,0
"AT4G27430",279,929,749,512,1058,281,4381,2890,2679,53,305,210
"AT4G27435",51,54,75,72,58,20,296,83,49,3,8,6
"AT4G27440",2907,2720,3066,7946,1914,1495,37321,5052,11129,544,376,722
"AT4G27450",728,263,111,1534,244,36,5875,330,172,94,39,7
"AT4G27460",34,31,6,49,18,4,263,10,8,7,2,1
"AT4G27470",91,140,81,110,119,31,584,149,121,12,31,12
"AT4G27480",19,21,23,13,13,5,45,11,15,3,1,4
"AT4G27490",41,122,99,88,74,59,102,86,151,0,3,14
"AT4G07845",2,0,0,0,5,0,0,0,0,0,0,0
"AT4G27500",563,861,1032,1492,1222,485,10526,3492,5094,165,319,438
"AT4G07855",1,0,0,7,7,1,6,0,2,0,0,0
"AT4G27510",12,19,21,9,11,13,22,28,26,0,2,3
"AT4G07865",6,0,0,2,0,1,0,0,0,0,0,0
"AT4G27520",557,2356,3536,275,938,432,1879,2537,2330,21,208,184
"AT4G27530",5,0,0,1,5,3,7,1,1,1,0,2
"AT4G27540",84,108,68,124,110,49,153,54,74,6,11,22
"AT4G27550",15,2,0,2,6,5,0,0,0,0,0,0
"AT4G27560",12,136,119,22,129,38,57,483,310,2,33,19
"AT4G27565",1,0,0,0,0,0,0,0,0,0,0,0
"AT4G27570",7,33,11,5,21,2,2,98,16,0,3,0
"AT4G27580",4,3,4,4,10,1,2,0,0,0,0,0
"AT4G27585",104,271,236,52,135,85,647,395,613,5,26,38
"AT4G27590",6,2,1,18,9,3,19,9,2,1,1,0
"AT4G27595",69,118,88,94,181,35,637,308,418,8,29,27
"AT4G27597",17,0,0,2,1,3,0,0,0,0,0,0
"AT4G27600",421,1027,1264,760,799,428,1226,1744,2171,82,190,341
"AT4G27610",79,153,137,143,157,51,273,134,199,18,37,48
"AT4G27620",51,108,127,93,115,61,254,202,267,7,28,37
"AT4G27630",73,122,146,49,49,26,203,58,75,2,3,8
"AT4G27640",443,1022,1407,412,559,205,2578,969,1453,67,140,146
"AT4G27650",182,289,233,202,156,79,605,240,333,16,16,54
"AT4G27652",111,274,310,109,147,78,127,50,75,1,10,13
"AT4G27654",26,93,87,15,31,16,23,5,13,3,1,5
"AT4G27657",138,303,273,75,193,107,90,63,67,1,8,26
"AT4G27660",7,5,5,8,13,8,31,17,24,0,1,4
"AT4G27670",2,0,1,3,6,2,2,2,0,0,0,0
"AT4G27680",144,378,535,150,183,87,688,313,248,6,33,57
"AT4G27690",101,170,154,100,79,33,517,147,229,4,11,22
"AT4G27700",101,584,666,174,853,526,527,1107,1949,5,107,152
"AT4G27710",67,218,261,173,324,121,859,454,307,14,49,54
"AT4G27720",809,1679,1972,322,449,190,2561,930,580,24,85,67
"AT4G27730",129,230,476,78,86,39,646,194,140,7,15,11
"AT4G07895",1,0,0,1,2,0,0,0,0,0,0,0
"AT4G27740",20,12,20,148,89,48,309,80,87,4,3,9
"AT4G27745",84,124,51,202,243,64,771,250,134,11,39,12
"AT4G27750",160,250,191,619,212,144,469,141,205,13,14,45
"AT4G27760",195,493,428,263,197,130,539,330,436,11,33,54
"AT4G27780",177,356,251,135,105,29,696,159,104,9,29,11
"AT4G27790",5,7,2,8,9,0,4,1,2,0,0,0
"AT4G27800",837,1083,959,970,529,393,1226,1020,1800,66,97,245
"AT4G27810",11,14,13,15,26,7,39,19,13,0,3,1
"AT4G27820",70,433,365,78,423,191,171,261,297,2,76,83
"AT4G07905",1,0,0,1,1,0,0,0,0,0,0,0
"AT4G27830",100,338,235,113,250,89,532,445,203,7,36,33
"AT4G27840",64,90,116,186,187,57,377,148,91,7,35,29
"AT4G27845",4,1,0,2,0,0,4,1,1,0,0,0
"AT4G27850",10,7,1,15,5,0,52,8,3,0,2,0
"AT4G27852",3,3,1,6,6,1,1,4,3,1,0,0
"AT4G27860",266,404,305,398,466,141,2334,832,586,23,80,76
"AT4G27870",507,729,866,691,574,230,5134,1685,1659,143,208,179
"AT4G27875",8,3,1,347,191,138,1,2,9,0,0,0
"AT4G27880",149,195,169,269,211,67,601,232,238,19,27,56
"AT4G27885",0,0,0,1,0,0,0,0,0,0,0,0
"AT4G27890",7,3,0,0,1,0,0,0,2,0,0,0
"AT4G27900",35,41,79,129,114,53,203,87,143,6,8,15
"AT4G27910",104,237,265,86,128,50,658,267,340,14,27,39
"AT4G27920",4,0,0,0,2,1,0,0,0,0,0,0
"AT4G27940",84,212,225,66,70,38,276,113,142,4,15,22
"AT4G07925",0,0,0,0,0,0,0,0,0,0,0,0
"AT4G27950",13,37,49,23,80,32,88,100,131,0,8,21
"AT4G07955",4,1,0,0,0,2,0,0,0,0,0,0
"AT4G27960",623,857,676,773,765,540,3072,1028,1406,28,113,161
"AT4G27970",38,67,45,61,49,8,274,58,33,8,15,4
"AT4G27980",7,4,2,10,9,3,4,6,15,1,1,1
"AT4G27990",59,65,64,205,81,46,266,92,233,13,8,27
"AT4G28000",10,1,0,2,4,4,0,1,0,0,0,0
"AT4G28005",4,3,0,7,3,3,1,1,0,0,0,0
"AT4G28010",30,28,36,33,54,16,139,71,121,0,5,13
"AT4G28020",33,72,84,43,26,17,86,27,44,2,9,7
"AT4G28025",83,175,184,283,426,575,584,642,1003,14,60,188
"AT4G28030",177,311,442,545,371,351,590,305,884,10,44,99
"AT4G28040",642,534,147,650,420,36,2103,439,89,54,66,11
"AT4G28050",121,138,221,178,133,53,1236,175,187,12,18,19
"AT4G28060",85,174,133,300,321,326,1349,434,862,19,45,72
"AT4G28068",2,0,0,0,0,0,0,0,0,0,0,0
"AT4G28070",72,83,115,25,27,16,89,18,53,1,9,4
"AT4G28080",1191,7133,8523,1293,5548,2185,14870,21825,29671,280,1480,1970
"AT4G07975",0,0,1,1,1,0,0,2,0,1,0,0
"AT4G28085",9,8,7,51,24,11,95,18,19,1,2,5
"AT4G28088",0,1,0,1,1,1,4,2,4,0,0,0
"AT4G28090",1,0,0,1,5,1,0,0,0,0,0,0
"AT4G28100",27,93,164,81,152,37,336,245,165,10,19,23
"AT4G07985",1,0,0,0,0,1,0,0,0,0,0,0
"AT4G28110",6,14,6,12,53,7,37,66,29,1,6,3
"AT4G28130",6,2,1,2,1,0,0,0,0,0,0,0
"AT4G28140",92,93,1,30,22,1,138,14,2,1,5,0
"AT4G28150",57,52,24,44,39,6,97,40,21,4,8,1
"AT4G28162",11,17,12,17,12,7,25,8,14,0,2,0
"AT4G28160",3,2,0,0,0,1,0,0,0,0,0,0
"AT4G28170",4,6,0,5,7,0,10,0,0,0,0,0
"AT4G08005",0,5,0,0,2,0,1,0,0,0,0,0
"AT4G28180",22,44,38,294,100,25,111,51,56,16,6,5
"AT4G08015",6,4,0,10,8,3,6,0,0,0,0,1
"AT4G28190",42,209,107,247,267,91,150,283,192,8,47,47
"AT4G28200",77,216,290,162,244,114,1303,603,813,15,55,67
"AT4G28210",74,235,281,88,104,99,409,232,574,6,19,31
"AT4G28220",9485,3932,938,155,184,160,1054,295,822,21,12,62
"AT4G28230",24,39,39,47,38,18,301,92,159,2,7,9
"AT4G28240",538,388,366,2110,989,354,2785,419,385,41,67,73
"AT4G28250",54,987,929,67,829,210,434,1325,457,4,131,90
"AT4G28260",355,389,310,426,355,87,2536,699,735,96,161,99
"AT4G28270",333,318,150,1316,553,138,2099,438,267,55,81,46
"AT4G28280",2,5,2,10,14,6,3,3,3,1,2,0
"AT4G28290",103,146,60,208,304,80,407,232,127,5,42,18
"AT4G28300",644,806,487,434,356,79,3615,806,633,59,102,70
"AT4G28310",18,35,54,58,76,43,147,106,226,1,7,18
"AT4G28320",29,44,51,30,62,16,239,96,52,1,9,6
"AT4G28330",16,9,7,19,25,3,45,11,6,0,3,1
"AT4G28340",6,2,0,3,6,0,3,0,0,0,0,0
"AT4G28350",28,10,23,19,13,6,94,40,13,2,2,1
"AT4G28360",63,158,279,111,166,109,615,310,753,16,35,93
"AT4G28362",1,1,0,0,1,0,0,0,0,0,0,0
"AT4G28365",4,2,0,2,1,0,3,0,1,0,0,0
"AT4G28370",200,341,395,110,173,62,760,272,188,15,39,16
"AT4G28380",2,0,2,1,0,0,0,0,0,0,0,0
"AT4G28390",36,52,31,41,36,14,245,62,103,1,4,9
"AT4G28395",1,0,0,1,3,0,0,0,0,0,0,0
"AT4G28397",1,0,0,0,0,2,0,0,0,0,0,0
"AT4G28400",55,131,200,125,130,55,521,216,202,9,23,29
"AT4G28405",2,2,0,1,5,1,5,0,0,0,0,0
"AT4G28410",35,50,26,86,76,11,801,222,88,10,18,9
"AT4G28420",5,3,0,5,2,0,15,4,5,1,1,0
"AT4G28430",7,11,22,10,18,4,40,27,45,2,2,3
"AT4G28440",132,371,229,242,418,188,905,516,815,14,53,49
"AT4G28450",80,251,296,73,115,65,333,247,460,5,21,39
"AT4G28460",3,1,0,3,0,0,3,0,1,0,1,0
"AT4G28470",298,617,841,195,298,157,2663,1076,1728,19,72,123
"AT4G28480",59,147,107,170,280,114,1316,656,681,15,60,67
"AT4G28485",4,1,2,0,3,0,0,3,0,0,0,1
"AT4G28490",43,49,98,23,33,8,220,60,76,4,3,11
"AT4G28500",10,8,14,14,25,10,121,55,39,0,2,1
"AT4G28510",45,98,120,116,145,70,428,202,428,7,21,37
"AT4G28520",439,351,107,341,159,22,5239,773,46,23,33,1
"AT4G28530",19,17,9,50,39,10,118,45,24,2,4,6
"AT4G28540",310,579,472,346,478,188,2164,830,962,36,100,110
"AT4G28550",48,58,68,52,78,30,355,180,161,3,28,17
"AT4G28556",1,0,0,4,1,0,1,1,0,0,0,0
"AT4G28560",16,13,21,6,6,2,48,4,10,1,1,3
"AT4G28570",106,175,188,136,159,33,1313,535,251,30,50,31
"AT4G28580",5,1,0,4,6,3,0,0,0,0,0,0
"AT4G28590",13,29,29,19,32,27,117,100,192,3,11,8
"AT4G28600",139,281,306,188,281,70,1706,643,691,28,78,57
"AT4G28610",155,303,328,394,409,180,1083,520,794,41,92,138
"AT4G28620",12,2,0,3,3,4,0,2,0,0,0,0
"AT4G28630",71,87,93,72,84,36,293,139,243,7,22,36
"AT4G28640",64,79,51,95,52,45,313,81,179,3,9,18
"AT4G28650",63,101,295,103,36,24,1200,130,178,10,8,20
"AT4G28652",216,179,185,97,42,10,345,52,44,30,40,18
"AT4G28660",76,681,739,268,734,667,937,2755,4528,12,157,262
"AT4G28670",6,0,0,2,1,1,0,0,0,0,0,0
"AT4G28680",9,43,26,9,44,14,12,68,63,0,6,5
"AT4G28690",24,48,52,27,46,11,79,43,34,0,17,9
"AT4G28700",6,2,5,0,1,1,1,1,0,0,0,0
"AT4G28703",21,15,3,65,17,9,73,13,10,0,2,1
"AT4G28706",153,287,419,85,120,91,447,206,1002,10,21,53
"AT4G28710",306,516,580,331,374,129,2095,628,822,33,75,80
"AT4G28720",99,94,97,143,67,22,863,88,127,22,12,11
"AT4G28730",59,155,103,131,140,144,187,191,353,4,20,25
"AT4G28740",35,165,251,83,197,112,280,473,616,7,39,78
"AT4G28750",728,4837,4558,1747,5778,7322,6220,12761,20482,74,914,2230
"AT4G28755",1,3,1,1,2,2,3,3,9,0,0,0
"AT4G28760",349,556,444,285,356,138,2473,880,1167,75,138,107
"AT4G28770",326,487,529,393,403,95,2265,567,327,26,54,45
"AT4G28775",0,0,0,0,0,0,0,1,0,0,0,0
"AT4G28780",16,568,890,18,399,185,40,798,618,0,51,57
"AT4G28790",20,30,29,25,19,7,52,21,26,3,4,6
"AT4G28800",2,2,1,7,2,1,8,0,0,0,1,0
"AT4G28811",7,1,0,6,3,4,2,0,0,0,0,0
"AT4G28815",0,0,0,2,3,1,0,0,1,0,0,0
"AT4G28820",20,28,22,53,69,63,43,14,38,0,0,11
"AT4G28830",91,142,127,495,177,107,215,83,141,7,12,32
"AT4G28840",24,18,9,48,38,6,117,19,13,0,6,2
"AT4G28850",3,2,92,4,7,27,50,3,110,1,0,14
"AT4G28860",223,410,408,333,393,143,1471,530,574,18,95,76
"AT4G28870",4,0,0,2,1,0,0,0,0,0,0,0
"AT4G28880",743,970,786,1682,1142,330,4220,1280,1107,101,194,147
"AT4G28890",63,71,38,111,81,13,527,138,52,6,16,4
"AT4G28900",20,25,54,47,22,8,69,15,15,1,3,9
"AT4G28910",140,202,242,337,298,115,2265,630,866,32,86,118
"AT4G28915",4,2,1,76,56,35,0,0,3,2,0,0
"AT4G28920",3,0,0,1,1,0,0,0,0,0,0,0
"AT4G28930",0,0,0,1,3,0,1,0,3,0,0,0
"AT4G28940",6,5,32,7,5,10,59,9,20,0,4,3
"AT4G28950",12,30,43,10,18,12,44,22,58,3,2,8
"AT4G28960",24,1,0,8,7,5,0,0,0,0,0,0
"AT4G28970",41,7,1,19,15,12,0,0,0,0,0,0
"AT4G28980",158,238,309,277,254,83,1244,407,438,32,70,59
"AT4G28990",40,93,176,70,92,33,243,138,211,6,16,18
"AT4G29000",81,181,165,107,86,42,487,181,227,15,26,32
"AT4G29010",592,1172,1027,652,694,254,6249,2091,2899,68,165,187
"AT4G29020",571,1402,1454,2746,5554,1039,9189,8483,3303,130,411,372
"AT4G29030",60,163,185,39,117,66,105,210,277,1,5,18
"AT4G29033",0,0,0,0,1,0,0,0,0,0,0,0
"AT4G29035",3,0,0,1,0,0,0,0,0,0,0,0
"AT4G29037",1,0,0,0,0,2,0,0,0,0,0,0
"AT4G29040",173,447,489,266,329,132,2750,1235,2013,21,83,87
"AT4G29050",7,1,18,5,1,4,14,4,11,0,2,0
"AT4G29060",617,2595,3574,1000,2198,1089,12842,8803,17680,153,483,852
"AT4G29070",32,104,143,76,145,108,309,182,331,3,26,23
"AT4G29080",29,70,91,84,83,52,455,219,388,10,11,32
"AT4G29090",14,2,0,4,5,3,0,0,0,0,0,0
"AT4G29100",181,408,266,301,309,85,1399,690,661,33,49,66
"AT4G08045",2,0,0,4,1,2,0,0,0,0,0,0
"AT4G29103",0,1,0,0,0,0,0,0,0,0,0,0
"AT4G29110",10,16,5,89,73,14,273,95,41,1,7,6
"AT4G29120",94,198,169,156,181,60,675,325,456,5,24,42
"AT4G29130",327,584,802,302,347,222,2689,701,1357,17,49,114
"AT4G08055",0,1,0,0,0,0,1,0,0,0,0,0
"AT4G08065",1,0,0,1,2,0,0,0,0,0,0,0
"AT4G29140",417,459,521,302,235,39,2489,526,293,35,53,31
"AT4G29150",9,18,32,4,10,7,6,14,26,0,1,4
"AT4G29160",102,176,176,372,378,163,2807,1127,1286,38,77,134
"AT4G29170",17,19,22,23,32,14,42,43,65,0,7,14
"AT4G29180",33,32,170,48,25,55,179,48,99,0,8,18
"AT4G29190",1015,555,288,718,144,64,2523,161,230,37,18,35
"AT4G29200",6,1,0,3,2,2,0,0,1,0,0,0
"AT4G29210",212,365,602,230,222,74,1472,572,296,13,57,39
"AT4G29220",305,818,708,302,662,256,2170,1378,1521,39,169,181
"AT4G29230",37,28,23,24,35,4,107,50,56,4,7,15
"AT4G29240",60,112,78,35,65,5,171,96,59,2,10,6
"AT4G29250",4,3,3,5,3,1,1,0,0,0,0,0
"AT4G29260",249,353,364,247,236,97,1147,353,289,10,41,18
"AT4G29270",219,190,87,936,399,43,2411,509,100,39,33,6
"AT4G29273",0,0,0,1,2,0,0,0,0,0,0,0
"AT4G29276",0,0,0,0,1,0,0,0,0,0,0,0
"AT4G29280",1,0,0,0,0,0,0,0,0,0,0,0
"AT4G29281",0,1,0,1,2,1,0,0,0,0,0,0
"AT4G29283",2,0,0,1,0,0,0,0,0,0,0,0
"AT4G29285",1,0,0,0,1,0,0,0,0,0,0,0
"AT4G29290",4,0,0,0,0,0,0,0,0,0,0,0
"AT4G29300",0,0,0,0,1,0,0,0,0,0,0,0
"AT4G08075",1,0,0,0,0,0,0,0,0,0,0,0
"AT4G29305",1,0,0,1,2,0,0,0,0,0,0,0
"AT4G08085",3,1,0,0,0,1,0,0,0,0,0,0
"AT4G29310",87,222,287,86,169,65,503,347,546,3,36,45
"AT4G29330",206,305,341,183,196,83,779,233,180,12,23,32
"AT4G29340",15,20,4,37,62,3,76,29,9,2,4,2
"AT4G29350",742,1028,731,3222,2433,1115,14416,4153,5178,133,335,415
"AT4G29360",55,126,275,52,65,20,308,139,123,2,12,19
"AT4G29370",7,4,1,5,7,1,8,2,5,0,0,0
"AT4G29380",580,681,490,385,371,91,2998,804,745,98,123,75
"AT4G29390",179,412,558,510,691,648,3465,1581,3028,27,101,297
"AT4G29400",15,33,41,19,35,20,160,108,281,0,8,15
"AT4G29410",136,386,766,1357,1059,1174,1731,1387,2416,35,123,307
"AT4G08125",127,93,91,17,53,21,1,4,7,0,5,4
"AT4G08155",262,251,143,21,26,38,7,4,8,0,2,1
"AT4G08165",262,262,91,16,25,24,1,3,7,0,0,2
"AT4G08175",238,135,52,25,28,18,6,1,5,1,1,0
"AT4G29415",5,0,0,78,42,18,0,0,1,0,0,0
"AT4G29420",31,44,50,67,71,19,230,84,90,3,18,11
"AT4G29430",14,23,41,56,63,45,319,143,260,1,3,21
"AT4G29440",63,175,148,94,144,47,805,308,390,15,45,41
"AT4G29450",14,7,7,15,6,1,34,6,17,0,0,2
"AT4G29460",5,0,0,1,2,0,0,0,0,0,0,0
"AT4G29470",3,2,0,5,5,2,0,0,0,0,0,1
"AT4G29480",155,258,376,1191,854,855,2002,803,1672,19,73,200
"AT4G29490",175,333,343,167,145,74,1071,395,546,17,23,39
"AT4G29510",62,231,274,95,212,78,659,587,842,9,60,51
"AT4G29520",62,117,249,84,86,58,521,275,367,7,19,26
"AT4G29530",20,24,19,91,40,25,78,25,52,1,5,4
"AT4G29540",35,53,62,20,22,19,34,23,30,4,1,11
"AT4G08185",0,0,0,0,0,0,0,0,0,0,0,0
"AT4G29548",0,0,1,0,0,0,0,0,0,0,0,0
"AT4G29550",7,3,3,4,4,1,5,1,12,0,0,1
"AT4G29560",31,42,44,17,23,12,66,16,32,2,4,5
"AT4G29570",3,1,0,4,1,0,1,0,0,0,0,1
"AT4G29580",3,0,1,2,7,0,0,0,0,0,0,0
"AT4G29590",86,417,274,89,290,130,389,562,660,4,56,55
"AT4G29600",3,1,0,1,2,0,0,1,0,0,2,0
"AT4G29610",7,0,10,4,5,5,12,4,15,0,0,0
"AT4G29620",5,0,0,0,2,0,0,0,0,0,0,0
"AT4G29630",0,0,0,0,2,0,0,0,0,0,0,0
"AT4G29640",6,0,0,3,3,1,0,0,0,0,0,0
"AT4G29650",8,1,0,3,1,0,0,0,0,0,0,0
"AT4G29654",5,0,0,2,2,0,0,0,0,0,0,0
"AT4G29658",1,1,1,2,1,0,1,0,0,0,0,0
"AT4G29660",27,30,33,102,89,52,222,78,103,2,5,15
"AT4G29670",167,462,490,391,525,452,612,504,885,21,98,166
"AT4G29680",93,214,644,107,137,54,963,413,358,17,42,25
"AT4G29690",108,107,391,103,50,20,993,107,195,10,11,9
"AT4G08195",0,0,0,0,0,1,0,0,0,0,0,0
"AT4G29700",216,208,361,194,133,58,1554,282,241,23,36,23
"AT4G08205",2,0,0,1,5,0,0,0,0,0,0,0
"AT4G29710",3,0,1,1,2,3,0,0,1,1,0,0
"AT4G29720",134,452,546,272,433,95,1680,930,709,19,89,84
"AT4G29730",37,92,144,18,34,15,109,57,143,2,5,11
"AT4G29735",214,207,179,857,470,485,594,211,449,8,25,79
"AT4G29740",10,62,39,10,23,4,29,42,30,0,4,4
"AT4G29750",63,118,164,132,230,97,967,723,1085,15,58,77
"AT4G08215",0,1,0,0,2,0,0,3,0,0,0,0
"AT4G29760",4,4,5,1,6,2,0,4,0,0,0,0
"AT4G29770",7,2,0,8,3,7,0,2,0,0,0,0
"AT4G29780",102,213,244,136,259,47,664,341,140,16,41,37
"AT4G29790",211,380,402,256,277,88,1593,621,736,28,66,68
"AT4G29800",17,47,48,39,91,26,133,148,133,7,24,17
"AT4G29810",98,157,195,167,175,90,1287,355,634,16,34,53
"AT4G29820",64,93,41,268,179,76,234,82,48,7,18,24
"AT4G29830",137,269,184,168,127,64,717,234,507,13,16,30
"AT4G08225",0,0,0,0,1,2,2,0,0,0,0,0
"AT4G29840",461,903,1231,910,426,231,2417,1011,2620,77,67,135
"AT4G29850",12,20,17,15,14,10,28,11,19,0,4,2
"AT4G29860",95,165,111,64,63,31,246,62,87,3,11,11
"AT4G08235",37,82,30,10,14,7,58,16,16,0,0,3
"AT4G29870",92,115,128,425,216,119,353,90,149,5,14,19
"AT4G29880",3,2,0,1,1,1,2,0,0,0,0,0
"AT4G29890",105,222,258,104,79,66,372,95,217,7,19,33
"AT4G29900",1090,2029,1915,825,700,158,5203,1486,758,134,196,93
"AT4G08245",0,0,0,4,3,2,0,0,0,0,0,0
"AT4G08255",1,0,0,0,0,1,0,0,0,0,0,0
"AT4G29905",399,1000,349,3299,5398,1011,6674,4463,1683,131,538,265
"AT4G29910",65,126,105,64,111,35,372,212,209,16,28,29
"AT4G29920",42,57,73,50,71,21,294,174,229,1,15,23
"AT4G29930",36,190,16,97,261,9,385,343,52,8,45,7
"AT4G29940",41,58,74,85,65,39,408,159,236,3,8,29
"AT4G29950",705,1168,1023,780,730,204,5089,1495,1271,67,266,185
"AT4G29960",125,188,192,504,205,73,717,222,232,21,28,35
"AT4G29970",4,1,0,3,1,1,0,0,0,0,0,0
"AT4G29980",2,0,0,2,0,0,0,0,0,0,0,0
"AT4G29990",13,40,21,29,25,14,44,14,18,2,3,3
"AT4G30000",44,91,148,54,63,18,308,99,198,5,15,21
"AT4G30010",270,401,426,1221,1089,820,3677,1235,2412,45,122,253
"AT4G30020",161,328,1278,137,208,131,1292,428,632,11,30,55
"AT4G30030",6,0,0,2,4,0,0,0,0,0,0,0
"AT4G08265",1,0,0,0,0,0,0,0,0,0,0,0
"AT4G30040",6,1,0,0,1,0,0,0,0,0,0,0
"AT4G30050",3,0,0,0,1,0,0,0,0,0,0,0
"AT4G30060",187,171,313,224,128,84,994,173,186,24,25,27
"AT4G30064",4,0,0,1,0,1,1,0,0,0,0,0
"AT4G30067",0,0,0,1,0,1,0,0,0,0,0,0
"AT4G30070",2,0,0,2,1,1,0,0,0,0,0,0
"AT4G30072",0,0,0,0,0,1,0,0,0,0,0,0
"AT4G30074",2,0,0,0,1,0,0,0,0,0,0,0
"AT4G30080",172,310,280,234,237,83,1115,332,406,22,57,47
"AT4G30090",8,13,8,8,9,6,25,11,8,1,2,1
"AT4G30100",624,1423,1299,523,765,200,5048,2001,2064,91,261,200
"AT4G30097",1,0,1,3,1,1,0,0,0,0,0,0
"AT4G30110",17,22,112,12,16,12,99,40,84,1,3,11
"AT4G30120",32,36,10,2,14,6,36,5,8,1,0,5
"AT4G30130",10,10,26,12,3,5,36,7,43,2,2,10
"AT4G30140",83,137,66,190,181,14,1540,413,86,15,38,5
"AT4G30150",95,275,305,99,207,71,832,420,688,9,33,33
"AT4G30160",564,968,796,520,636,194,4779,1708,2133,62,171,181
"AT4G30170",651,516,1230,762,392,179,7006,1174,1080,76,86,88
"AT4G30180",6,6,5,144,89,22,419,73,26,5,6,5
"AT4G30190",6612,7863,21198,7333,4722,1665,68639,11949,8286,756,1015,762
"AT4G30200",859,999,657,764,726,195,3631,1492,1430,157,352,240
"AT4G30210",784,2131,2208,963,1235,358,5027,2805,2050,175,325,220
"AT4G30220",94,201,182,180,252,223,855,492,820,7,41,84
"AT4G30230",4,11,4,2,13,6,9,20,17,0,0,0
"AT4G30240",65,105,91,167,233,60,843,369,222,9,37,29
"AT4G30250",11,15,18,7,11,5,15,61,28,0,6,2
"AT4G30260",140,279,250,224,255,92,1262,382,413,13,34,28
"AT4G30270",602,591,387,1524,829,118,10095,1498,437,93,139,52
"AT4G30280",225,244,311,421,294,70,4662,729,331,40,51,14
"AT4G30290",215,63,406,601,86,90,6769,130,410,57,6,23
"AT4G30300",4,0,0,1,1,0,0,0,0,0,0,0
"AT4G30310",550,941,1065,332,260,124,1875,588,863,52,100,142
"AT4G30320",16,21,46,22,18,41,33,3,48,0,0,6
"AT4G30330",21,41,58,68,68,109,230,103,228,4,10,21
"AT4G30340",145,384,295,150,239,61,1494,711,521,19,52,27
"AT4G30350",155,408,372,230,304,61,1909,955,598,36,115,60
"AT4G30360",144,223,304,140,154,44,880,288,188,19,43,13
"AT4G30370",80,65,59,114,49,19,176,26,15,4,5,4
